"Código
Departamental",Nombre del Departamento,"Código
Municipal","Código
Depto+Mpio+Cpob",Nombre de Municipios y Corregimientos Departamentales,Cabeceras y Centros Poblados,Categoría,Cantidad de Manzanas,Año de Creación,Acto Administrativo,Segregado de
05,Antioquia,05 - 282,05 - 282 - 002,FREDONIA,Los Palomos,C,15,,,
05,Antioquia,05 - 282,05 - 282 - 003,FREDONIA,Minas,IPD,8,,,
05,Antioquia,05 - 282,05 - 282 - 004,FREDONIA,Puente Iglesias,IPD,,,,
05,Antioquia,05 - 282,05 - 282 - 005,FREDONIA,Marsella,IPD,8,,,
05,Antioquia,05 - 282,05 - 282 - 006,FREDONIA,Combia Grande,CAS,,,,
05,Antioquia,05 - 282,05 - 282 - 007,FREDONIA,Zabaletas,CAS,,,,
05,Antioquia,05 - 282,05 - 282 - 008,FREDONIA,El Zancudo,IPD,,,,
05,Antioquia,05 - 282,05 - 282 - 009,FREDONIA,La Loma Del Plan,IPD,,,,
05,Antioquia,05 - 282,05 - 282 - 010,FREDONIA,El Plan,CAS,,,,
05,Antioquia,05 - 282,05 - 282 - 012,FREDONIA,Uvital,CAS,,,,
05,Antioquia,05 - 282,05 - 282 - 014,FREDONIA,Piedra Verde,IPD,,,,
05,Antioquia,05 - 284,05 - 284 - 000,FRONTINO,Frontino,CM,121,1859, ,
05,Antioquia,05 - 284,05 - 284 - 001,FRONTINO,Carauta,C,5,,,
05,Antioquia,05 - 284,05 - 284 - 002,FRONTINO,El Cerro,C,,,,
05,Antioquia,05 - 284,05 - 284 - 003,FRONTINO,Chontaduro,C,,,,
05,Antioquia,05 - 284,05 - 284 - 004,FRONTINO,Murrí,C,9,,,
05,Antioquia,05 - 284,05 - 284 - 005,FRONTINO,Musinga,C,,,,
05,Antioquia,05 - 284,05 - 284 - 006,FRONTINO,Nutibara,C,25,,,
05,Antioquia,05 - 284,05 - 284 - 007,FRONTINO,Pontón,C,,,,
05,Antioquia,05 - 284,05 - 284 - 008,FRONTINO,Fuemía,C,,,,
05,Antioquia,05 - 284,05 - 284 - 010,FRONTINO,San Lazaro,CAS,,,,
05,Antioquia,05 - 284,05 - 284 - 011,FRONTINO,Noboga,C,,,,
05,Antioquia,05 - 284,05 - 284 - 012,FRONTINO,Jengamecoda,C,,,,
05,Antioquia,05 - 284,05 - 284 - 013,FRONTINO,El Madero,C,,,,
05,Antioquia,05 - 284,05 - 284 - 014,FRONTINO,Pantanos,C,,,,
05,Antioquia,05 - 284,05 - 284 - 015,FRONTINO,La Clarita (Las Minas),C,,,,
05,Antioquia,05 - 306,05 - 306 - 000,GIRALDO,Giraldo,CM,20,1865,Ley 2 de 1865,
05,Antioquia,05 - 306,05 - 306 - 001,GIRALDO,Manglar,IPD,7,,,
05,Antioquia,05 - 306,05 - 306 - 002,GIRALDO,Pingurto,C,,,,
05,Antioquia,05 - 306,05 - 306 - 003,GIRALDO,Cuajarón,CP,,,,
05,Antioquia,05 - 306,05 - 306 - 004,GIRALDO,El Tambo,CP,,,,
05,Antioquia,05 - 306,05 - 306 - 005,GIRALDO,Sierrita,CP,,,,
05,Antioquia,05 - 306,05 - 306 - 006,GIRALDO,Tinajitas,CP,,,,
05,Antioquia,05 - 308,05 - 308 - 000,GIRARDOTA,Girardota,CM,181,1833,,
05,Antioquia,05 - 308,05 - 308 - 002,GIRARDOTA,San Andrés,IPD,,,,
05,Antioquia,05 - 308,05 - 308 - 012,GIRARDOTA,Juan Cojo,IPD,,,,
05,Antioquia,05 - 308,05 - 308 - 013,GIRARDOTA,La Calle,CP,,,,
05,Antioquia,05 - 308,05 - 308 - 014,GIRARDOTA,San Esteban,CP,,,,
05,Antioquia,05 - 310,05 - 310 - 000,GÓMEZ PLATA,Gómez Plata,CM,76,1903,Ordenanza 26 del 20 de Mayo de 1903,
05,Antioquia,05 - 310,05 - 310 - 001,GÓMEZ PLATA,El Salto,C,7,,,
05,Antioquia,05 - 310,05 - 310 - 002,GÓMEZ PLATA,San Matías,C,8,,,
05,Antioquia,05 - 310,05 - 310 - 003,GÓMEZ PLATA,La Estrella,C,,,,
05,Antioquia,05 - 310,05 - 310 - 004,GÓMEZ PLATA,Vega De Botero,CAS,4,,,
05,Antioquia,05 - 310,05 - 310 - 005,GÓMEZ PLATA,Cañaveral,CP,,,,
05,Antioquia,05 - 310,05 - 310 - 006,GÓMEZ PLATA,El Brasil,CP,,,,
05,Antioquia,05 - 310,05 - 310 - 007,GÓMEZ PLATA,El Cerro,CP,,,,
05,Antioquia,05 - 313,05 - 313 - 000,GRANADA,Granada,CM,82,1817,,
05,Antioquia,05 - 313,05 - 313 - 001,GRANADA,Santa Ana,C,17,,,
05,Antioquia,05 - 315,05 - 315 - 000,GUADALUPE,Guadalupe,CM,19,1964,Ordenanza 2 de Octubre 30 de 1964,Carolina
05,Antioquia,05 - 315,05 - 315 - 008,GUADALUPE,Barrio Nuevo,CAS,4,,,
05,Antioquia,05 - 315,05 - 315 - 009,GUADALUPE,El Machete,CAS,7,,,
05,Antioquia,05 - 315,05 - 315 - 010,GUADALUPE,La Bramadora,CAS,4,,,
05,Antioquia,05 - 315,05 - 315 - 011,GUADALUPE,Puente Acacias,CAS,7,,,
05,Antioquia,05 - 318,05 - 318 - 000,GUARNE,Guarne,CM,133,1817, ,
05,Antioquia,05 - 321,05 - 321 - 000,GUATAPE,Guatape,CM,56,1818, ,
05,Antioquia,05 - 347,05 - 347 - 000,HELICONIA,Heliconia,CM,54,1831,,
05,Antioquia,05 - 347,05 - 347 - 001,HELICONIA,Alto Del Corral,C,,,,
05,Antioquia,05 - 347,05 - 347 - 002,HELICONIA,Pueblito,C,10,,,
05,Antioquia,05 - 347,05 - 347 - 003,HELICONIA,Llanos De San José,IPD,,,,
05,Antioquia,05 - 347,05 - 347 - 006,HELICONIA,La Chorrera,CAS,,,,
05,Antioquia,05 - 347,05 - 347 - 007,HELICONIA,El Hatillo,CAS,,,,
05,Antioquia,05 - 347,05 - 347 - 008,HELICONIA,La Pava,IPM,,,,
05,Antioquia,05 - 353,05 - 353 - 000,HISPANIA,Hispania,CM,35,1983,Ordenanza 8 de Diciembre 15 de 1983,Betania y Pueblorrico
05,Antioquia,05 - 360,05 - 360 - 000,ITAGUI,Itagüí,CM,1039,1832,,
05,Antioquia,05 - 360,05 - 360 - 001,ITAGUI,Los Gómez,CP,21,,,
05,Antioquia,05 - 360,05 - 360 - 003,ITAGUI,El Ajizal,CP,10,,,
05,Antioquia,05 - 360,05 - 360 - 005,ITAGUI,La Loma De Los Zuleta,CP,26,,,
05,Antioquia,05 - 360,05 - 360 - 006,ITAGUI,El Pedregal,CP,7,,,
05,Antioquia,05 - 360,05 - 360 - 012,ITAGUI,El Porvenir,CP,21,,,
05,Antioquia,05 - 360,05 - 360 - 013,ITAGUI,El Progreso,CP,6,,,
05,Antioquia,05 - 360,05 - 360 - 014,ITAGUI,La María,CP,10,,,
05,Antioquia,05 - 360,05 - 360 - 015,ITAGUI,Los Olivares,CP,21,,,
05,Antioquia,05 - 361,05 - 361 - 000,ITUANGO,Ituango,CM,87,1857,,
05,Antioquia,05 - 361,05 - 361 - 001,ITUANGO,Badillo,CAS,,,,
05,Antioquia,05 - 361,05 - 361 - 002,ITUANGO,El Aro (Builópolis),CAS,,,,
05,Antioquia,05 - 361,05 - 361 - 003,ITUANGO,La Granja,C,12,,,
05,Antioquia,05 - 361,05 - 361 - 004,ITUANGO,Pascuita,CAS,3,,,
05,Antioquia,05 - 361,05 - 361 - 005,ITUANGO,Santa Ana,CAS,8,,,
05,Antioquia,05 - 361,05 - 361 - 006,ITUANGO,Santa Lucía,CAS,4,,,
05,Antioquia,05 - 361,05 - 361 - 007,ITUANGO,Santa Rita,C,29,,,
05,Antioquia,05 - 361,05 - 361 - 018,ITUANGO,Pío X La Fondita,CP,,,,
05,Antioquia,05 - 364,05 - 364 - 000,JARDÍN,Jardín,CM,59,1882,Decreto departamental 118 de 1882,
05,Antioquia,05 - 364,05 - 364 - 001,JARDÍN,Cristianía,IPD,,,,
05,Antioquia,05 - 364,05 - 364 - 004,JARDÍN,La Cascada,IPD,,,,
05,Antioquia,05 - 364,05 - 364 - 005,JARDÍN,La Casiana,IPD,,,,
05,Antioquia,05 - 368,05 - 368 - 000,JERICÓ,Jericó,CM,74,1852,,
05,Antioquia,05 - 368,05 - 368 - 003,JERICÓ,La Cascada,CAS,,,,
05,Antioquia,05 - 368,05 - 368 - 005,JERICÓ,Guacamayal,CAS,,,,
05,Antioquia,05 - 368,05 - 368 - 008,JERICÓ,El Sacatín,CP,,,,
05,Antioquia,05 - 368,05 - 368 - 009,JERICÓ,La Fe,CP,,,,
05,Antioquia,05 - 376,05 - 376 - 000,LA CEJA,La Ceja,CM,354,1914,,
05,Antioquia,05 - 376,05 - 376 - 003,LA CEJA,San José,CAS,10,,,
05,Antioquia,05 - 376,05 - 376 - 005,LA CEJA,Vueltecitas,CP,,,,
05,Antioquia,05 - 376,05 - 376 - 006,LA CEJA,San Judas,CP,,,,
05,Antioquia,05 - 376,05 - 376 - 007,LA CEJA,Santo Domingo Sabio,CP,,,,
05,Antioquia,05 - 376,05 - 376 - 008,LA CEJA,Toledo,CP,,,,
05,Antioquia,05 - 380,05 - 380 - 000,LA ESTRELLA,La Estrella,CM,211,1833, ,
05,Antioquia,05 - 380,05 - 380 - 001,LA ESTRELLA,La Tablaza,IPM,54,,,
05,Antioquia,05 - 380,05 - 380 - 002,LA ESTRELLA,Pueblo Viejo,IPM,82,,,
05,Antioquia,05 - 380,05 - 380 - 005,LA ESTRELLA,Calle Vieja,CAS,,,,
05,Antioquia,05 - 380,05 - 380 - 006,LA ESTRELLA,El Pedrero,CP,1,,,
05,Antioquia,05 - 380,05 - 380 - 007,LA ESTRELLA,La Tablacita,CAS,,,,
05,Antioquia,05 - 380,05 - 380 - 008,LA ESTRELLA,Sagrada Familia,CAS,,,,
05,Antioquia,05 - 380,05 - 380 - 009,LA ESTRELLA,San José (Meleguindo),CP,2,,,
05,Antioquia,05 - 380,05 - 380 - 010,LA ESTRELLA,La Raya,CP,7,,,
05,Antioquia,05 - 380,05 - 380 - 011,LA ESTRELLA,San Isidro,CAS,,,,
05,Antioquia,05 - 380,05 - 380 - 012,LA ESTRELLA,Tarapacá,CP,2,,,
05,Antioquia,05 - 380,05 - 380 - 013,LA ESTRELLA,San Miguel,CP,4,,,
05,Antioquia,05 - 390,05 - 390 - 000,LA PINTADA,La Pintada,CM,46,1996,Ordenanza 42E de diciembre 18 de 1996,Santa Bárbara Y Valparaíso
05,Antioquia,05 - 400,05 - 400 - 000,LA UNIÓN,La Unión,CM,74,1911,Ordenanza 18 de Abril de 1911,
05,Antioquia,05 - 400,05 - 400 - 001,LA UNIÓN,Mesopotamia,C,17,,,
05,Antioquia,05 - 400,05 - 400 - 003,LA UNIÓN,Chuscalito,CAS,,,,
05,Antioquia,05 - 400,05 - 400 - 004,LA UNIÓN,La Concha,CAS,8,,,
05,Antioquia,05 - 400,05 - 400 - 005,LA UNIÓN,María Auxiliadora,CP,,,,
05,Antioquia,05 - 411,05 - 411 - 000,LIBORINA,Liborina,CM,39,1833,,
05,Antioquia,05 - 411,05 - 411 - 001,LIBORINA,El Carmen (La Venta),C,15,,,
05,Antioquia,05 - 411,05 - 411 - 002,LIBORINA,La Honda,C,10,,,
05,Antioquia,05 - 411,05 - 411 - 003,LIBORINA,La Merced (Playón),C,11,,,
05,Antioquia,05 - 411,05 - 411 - 004,LIBORINA,San Diego (Placita),C,15,,,
05,Antioquia,05 - 411,05 - 411 - 005,LIBORINA,Curití,CAS,,,,
05,Antioquia,05 - 411,05 - 411 - 006,LIBORINA,El Potrero,CAS,,,,
05,Antioquia,05 - 411,05 - 411 - 007,LIBORINA,San Cristóbal,CAS,,,,
05,Antioquia,05 - 411,05 - 411 - 008,LIBORINA,Belén,CAS,,,,
05,Antioquia,05 - 411,05 - 411 - 009,LIBORINA,Sobresabana,IPM,,,,
05,Antioquia,05 - 411,05 - 411 - 010,LIBORINA,El Guamal,IPM,,,,
05,Antioquia,05 - 411,05 - 411 - 011,LIBORINA,Los Peñoles,IPM,,,,
05,Antioquia,05 - 425,05 - 425 - 000,MACEO,Maceo,CM,42,1958, ,
05,Antioquia,05 - 425,05 - 425 - 001,MACEO,La Susana,C,9,,,
05,Antioquia,05 - 425,05 - 425 - 003,MACEO,La Floresta,C,2,,,
05,Antioquia,05 - 425,05 - 425 - 005,MACEO,San José Del Nus (San José De Nuestra Señora),CAS,5,,,
05,Antioquia,05 - 440,05 - 440 - 000,MARINILLA,Marinilla,CM,286,1787,,
05,Antioquia,05 - 467,05 - 467 - 000,MONTEBELLO,Montebello,CM,25,1913,Ordenanza 44 de Abril 28 de 1913, 
05,Antioquia,05 - 467,05 - 467 - 001,MONTEBELLO,Sabaletas,C,4,,,
05,Antioquia,05 - 467,05 - 467 - 002,MONTEBELLO,El Tablazo,CAS,,,,
05,Antioquia,05 - 467,05 - 467 - 003,MONTEBELLO,Monte De Venado,CAS,,,,
05,Antioquia,05 - 467,05 - 467 - 004,MONTEBELLO,El Carmelo,IPD,,,,
05,Antioquia,05 - 475,05 - 475 - 000,MURINDÓ,Murindó,CM,7,1849,,
05,Antioquia,05 - 475,05 - 475 - 001,MURINDÓ,Opogado,C,1,,,
05,Antioquia,05 - 475,05 - 475 - 003,MURINDÓ,San Alejandro,IPD,,,,
05,Antioquia,05 - 475,05 - 475 - 004,MURINDÓ,Guadualito,CAS,,,,
05,Antioquia,05 - 475,05 - 475 - 005,MURINDÓ,Jedega,IPM,,,,
05,Antioquia,05 - 475,05 - 475 - 006,MURINDÓ,Tadía,CAS,1,,,
05,Antioquia,05 - 480,05 - 480 - 000,MUTATÁ,Mutatá,CM,82,1951,,
05,Antioquia,05 - 480,05 - 480 - 001,MUTATÁ,Bejuquillo,C,5,,,
05,Antioquia,05 - 480,05 - 480 - 002,MUTATÁ,Pavarandocito,C,13,,,
05,Antioquia,05 - 480,05 - 480 - 003,MUTATÁ,Villa Arteaga,CAS,5,,,
05,Antioquia,05 - 480,05 - 480 - 004,MUTATÁ,Pavarando Grande,C,12,,,
05,Antioquia,05 - 480,05 - 480 - 006,MUTATÁ,Caucheras,CAS,15,,,
05,Antioquia,05 - 483,05 - 483 - 000,NARIÑO,Nariño,CM,33,1999, ,
05,Antioquia,05 - 483,05 - 483 - 001,NARIÑO,Puerto Venus (Samaná),C,10,,,
05,Antioquia,05 - 483,05 - 483 - 012,NARIÑO,El Faro,CAS,,,,
05,Antioquia,05 - 490,05 - 490 - 000,NECOCLÍ,Necoclí,CM,125,1977,Ordenanza 23 de Noviembre 28 de 1977,Turbo
05,Antioquia,05 - 490,05 - 490 - 001,NECOCLÍ,El Totumo,C,88,,,
05,Antioquia,05 - 490,05 - 490 - 002,NECOCLÍ,Mulatos,C,41,,,
05,Antioquia,05 - 490,05 - 490 - 003,NECOCLÍ,Pueblo Nuevo,C,21,,,
05,Antioquia,05 - 490,05 - 490 - 004,NECOCLÍ,Zapata,C,22,,,
05,Antioquia,05 - 490,05 - 490 - 005,NECOCLÍ,Caribia,C,26,,,
05,Antioquia,05 - 490,05 - 490 - 006,NECOCLÍ,Vereda Casa Blanca,CAS,14,,,
05,Antioquia,05 - 490,05 - 490 - 007,NECOCLÍ,Vereda El Bobal,CAS,12,,,
05,Antioquia,05 - 490,05 - 490 - 008,NECOCLÍ,Las Changas,C,19,,,
05,Antioquia,05 - 490,05 - 490 - 009,NECOCLÍ,El Mellito,C,21,,,
05,Antioquia,05 - 495,05 - 495 - 000,NECHÍ,Nechí,CM,109,1981,Ordenanza 001 de 1981,Caucasia y El Bagre
05,Antioquia,05 - 495,05 - 495 - 001,NECHÍ,Bijagual,IPD,13,,,
05,Antioquia,05 - 495,05 - 495 - 002,NECHÍ,Colorado,C,17,,,
05,Antioquia,05 - 495,05 - 495 - 003,NECHÍ,La Concha,IPD,18,,,
05,Antioquia,05 - 495,05 - 495 - 004,NECHÍ,Las Flores,C,,,,
05,Antioquia,05 - 495,05 - 495 - 005,NECHÍ,Cargueros,IPD,,,,
05,Antioquia,05 - 501,05 - 501 - 000,OLAYA,Olaya,CM,10,1859,,
05,Antioquia,05 - 501,05 - 501 - 001,OLAYA,Llanadas,C,12,,,
05,Antioquia,05 - 501,05 - 501 - 002,OLAYA,Sucre,C,19,,,
05,Antioquia,05 - 541,05 - 541 - 000,PEÑOL,Peñol,CM,172,1774,,
05,Antioquia,05 - 543,05 - 543 - 000,PEQUE,Peque,CM,19,1915,Ordenanza 13 del 19 de Marzo de 1915,
05,Antioquia,05 - 543,05 - 543 - 001,PEQUE,Barbacoas,C,9,,,
05,Antioquia,05 - 543,05 - 543 - 002,PEQUE,Lomitas,C,,,,
05,Antioquia,05 - 543,05 - 543 - 003,PEQUE,Los Llanos,C,12,,,
05,Antioquia,05 - 543,05 - 543 - 004,PEQUE,La Vega Del Inglés,C,,,,
05,Antioquia,05 - 543,05 - 543 - 009,PEQUE,El Agrio,C,,,,
05,Antioquia,05 - 543,05 - 543 - 010,PEQUE,Jerigua,C,,,,
05,Antioquia,05 - 576,05 - 576 - 000,PUEBLORRICO,Pueblorrico,CM,59,1911,Ordenanza 7 del 16 de Marzo de 1911,
05,Antioquia,05 - 576,05 - 576 - 002,PUEBLORRICO,California,IPD,,,,
05,Antioquia,05 - 576,05 - 576 - 003,PUEBLORRICO,Sinaí,IPD,,,,
05,Antioquia,05 - 579,05 - 579 - 000,PUERTO BERRÍO,Puerto Berrío,CM,272,1881,Ley 104 del 16 de Enero de 1881,
05,Antioquia,05 - 579,05 - 579 - 001,PUERTO BERRÍO,Puerto Murillo,IPD,5,,,
05,Antioquia,05 - 579,05 - 579 - 002,PUERTO BERRÍO,Virginias,C,9,,,
05,Antioquia,05 - 579,05 - 579 - 003,PUERTO BERRÍO,Cabañas,CAS,,,,
05,Antioquia,05 - 579,05 - 579 - 004,PUERTO BERRÍO,El Brasil,IPD,,,,
05,Antioquia,05 - 579,05 - 579 - 005,PUERTO BERRÍO,Cristalina,IPD,8,,,
05,Antioquia,05 - 579,05 - 579 - 009,PUERTO BERRÍO,Malena,CAS,,,,
05,Antioquia,05 - 579,05 - 579 - 010,PUERTO BERRÍO,Calera,CAS,,,,
05,Antioquia,05 - 579,05 - 579 - 011,PUERTO BERRÍO,Bodegas,CP,,,,
05,Antioquia,05 - 579,05 - 579 - 012,PUERTO BERRÍO,Dorado/Calamar,CP,,,,
05,Antioquia,05 - 579,05 - 579 - 013,PUERTO BERRÍO,La Carlota,CP,,,,
05,Antioquia,05 - 579,05 - 579 - 014,PUERTO BERRÍO,Minas Del Vapor,CP,,,,
05,Antioquia,05 - 579,05 - 579 - 015,PUERTO BERRÍO,Santa Martina,CP,,,,
05,Antioquia,05 - 585,05 - 585 - 000,PUERTO NARE,Puerto Nare,CM,87,1967,Ordenanza 7 de Noviembre 30 de 1967 ,Puerto Berrío
05,Antioquia,05 - 585,05 - 585 - 001,PUERTO NARE,Arabia,IPD,,,,
05,Antioquia,05 - 585,05 - 585 - 002,PUERTO NARE,Los Delirios,IPM,,,,
05,Antioquia,05 - 585,05 - 585 - 003,PUERTO NARE,La Sierra,C,43,,,
05,Antioquia,05 - 585,05 - 585 - 004,PUERTO NARE,La Unión,C,4,,,
05,Antioquia,05 - 585,05 - 585 - 006,PUERTO NARE,La Pesca,C,,,,
05,Antioquia,05 - 585,05 - 585 - 007,PUERTO NARE,El Delirio,IPD,,,,
05,Antioquia,05 - 585,05 - 585 - 008,PUERTO NARE,Las Angelitas,CP,,,,
05,Antioquia,05 - 591,05 - 591 - 000,PUERTO TRIUNFO,Puerto Triunfo,CM,53,1977,Ordenanza 24 de Noviembre 28 de  1977,San Luis
05,Antioquia,05 - 591,05 - 591 - 002,PUERTO TRIUNFO,Puerto Perales Nuevo,C,78,,,
05,Antioquia,05 - 591,05 - 591 - 003,PUERTO TRIUNFO,Estación Cocorná,C,34,,,
05,Antioquia,05 - 591,05 - 591 - 004,PUERTO TRIUNFO,Doradal,C,20,,,
05,Antioquia,05 - 591,05 - 591 - 005,PUERTO TRIUNFO,La Mercedes,C,22,,,
05,Antioquia,05 - 591,05 - 591 - 006,PUERTO TRIUNFO,Buenos Aires,IPM,,,,
05,Antioquia,05 - 591,05 - 591 - 007,PUERTO TRIUNFO,Estación Pita,CAS,8,,,
05,Antioquia,05 - 604,05 - 604 - 000,REMEDIOS,Remedios,CM,59,1840, ,
05,Antioquia,05 - 604,05 - 604 - 001,REMEDIOS,La Cruzada,C,20,,,
05,Antioquia,05 - 604,05 - 604 - 003,REMEDIOS,Santa Isabel,C,11,,,
05,Antioquia,05 - 604,05 - 604 - 005,REMEDIOS,Otul,CAS,,,,
05,Antioquia,05 - 604,05 - 604 - 007,REMEDIOS,Cañaveral,CAS,,,,
05,Antioquia,05 - 604,05 - 604 - 008,REMEDIOS,Martana,CAS,,,,
05,Antioquia,05 - 604,05 - 604 - 009,REMEDIOS,Río Bagre,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 000,RETIRO,Retiro,CM,109,1814, ,
05,Antioquia,05 - 607,05 - 607 - 003,RETIRO,Alto De Carrizales,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 004,RETIRO,San Diego,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 005,RETIRO,El Chuscal,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 006,RETIRO,Lejos Del Nido,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 007,RETIRO,Los Salados,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 008,RETIRO,Santa Elena,CAS,,,,
05,Antioquia,05 - 607,05 - 607 - 009,RETIRO,El Portento,CP,,,,
05,Antioquia,05 - 607,05 - 607 - 011,RETIRO,La Lorena,CP,,,,
05,Antioquia,05 - 607,05 - 607 - 012,RETIRO,Martín Pescador,CP,,,,
05,Antioquia,05 - 615,05 - 615 - 000,RIONEGRO,Rionegro,CM,673,1783, ,
05,Antioquia,05 - 615,05 - 615 - 010,RIONEGRO,Aeropuerto,IPD,,,,
05,Antioquia,05 - 615,05 - 615 - 017,RIONEGRO,La Playa,CP,,,,
05,Antioquia,05 - 615,05 - 615 - 018,RIONEGRO,Los Peñoles,CP,,,,
05,Antioquia,05 - 628,05 - 628 - 000,SABANALARGA,Sabanalarga,CM,30,1740,,
05,Antioquia,05 - 628,05 - 628 - 001,SABANALARGA,El Junco,IPD,11,,,
05,Antioquia,05 - 628,05 - 628 - 002,SABANALARGA,El Oro,C,3,,,
05,Antioquia,05 - 628,05 - 628 - 004,SABANALARGA,El Socorro,IPD,,,,
05,Antioquia,05 - 628,05 - 628 - 007,SABANALARGA,Membrillal,CP,,,,
05,Antioquia,05 - 628,05 - 628 - 008,SABANALARGA,Pendiente,CP,,,,
05,Antioquia,05 - 628,05 - 628 - 009,SABANALARGA,Remartín,CP,,,,
05,Antioquia,05 - 631,05 - 631 - 000,SABANETA,Sabaneta,CM,221,1740,Ordenanza 7 de Noviembre 30 de 1963,Envigado
05,Antioquia,05 - 631,05 - 631 - 001,SABANETA,María Auxiliadora,CP,7,,,
05,Antioquia,05 - 631,05 - 631 - 002,SABANETA,Cañaveralejo,CP,9,,,
05,Antioquia,05 - 631,05 - 631 - 006,SABANETA,San Isidro,CP,7,,,
05,Antioquia,05 - 631,05 - 631 - 007,SABANETA,La Inmaculada,CP,8,,,
05,Antioquia,05 - 631,05 - 631 - 008,SABANETA,Pan De Azúcar,CP,10,,,
05,Antioquia,05 - 631,05 - 631 - 009,SABANETA,La Doctora,CP,8,,,
05,Antioquia,05 - 631,05 - 631 - 010,SABANETA,Las Lomitas,CP,3,,,
05,Antioquia,05 - 631,05 - 631 - 011,SABANETA,Las Brisas,CP,,,,
05,Antioquia,05 - 631,05 - 631 - 012,SABANETA,Loma Del Taburete Parte Baja,CP,,,,
05,Antioquia,05 - 631,05 - 631 - 013,SABANETA,Los Henao,CP,,,,
05,Antioquia,05 - 631,05 - 631 - 014,SABANETA,Playas Placer,CP,,,,
05,Antioquia,05 - 642,05 - 642 - 000,SALGAR,Salgar,CM,78,1894,Ordenanza 1 de Abril 2 de 1903, 
05,Antioquia,05 - 642,05 - 642 - 001,SALGAR,El Concilio,C,5,,,
05,Antioquia,05 - 642,05 - 642 - 002,SALGAR,La Cámara,C,7,,,
05,Antioquia,05 - 642,05 - 642 - 003,SALGAR,La Margarita,IPD,9,,,
05,Antioquia,05 - 642,05 - 642 - 004,SALGAR,La Siberia,IPD,,,,
05,Antioquia,05 - 642,05 - 642 - 005,SALGAR,La Taborda,CAS,,,,
05,Antioquia,05 - 642,05 - 642 - 007,SALGAR,El Junco,CAS,,,,
05,Antioquia,05 - 642,05 - 642 - 010,SALGAR,Peñalisa,IPD,5,,,
05,Antioquia,05 - 642,05 - 642 - 011,SALGAR,La Gulunga,IPD,,,,
05,Antioquia,05 - 647,05 - 647 - 000,SAN ANDRÉS DE CUERQUÍA,San Andrés De Cuerquía,CM,40,1856, ,
05,Antioquia,05 - 649,05 - 649 - 000,SAN CARLOS,San Carlos,CM,88,1830,,
05,Antioquia,05 - 649,05 - 649 - 001,SAN CARLOS,El Jordán,C,25,,,
05,Antioquia,05 - 649,05 - 649 - 002,SAN CARLOS,Samaná,C,5,,,
05,Antioquia,05 - 649,05 - 649 - 005,SAN CARLOS,Puerto Garza,C,4,,,
05,Antioquia,05 - 649,05 - 649 - 012,SAN CARLOS,Dos Quebradas,CAS,7,,,
05,Antioquia,05 - 649,05 - 649 - 013,SAN CARLOS,La Hondita,CAS,2,,,
05,Antioquia,05 - 649,05 - 649 - 014,SAN CARLOS,Vallejuelo,CAS,10,,,
05,Antioquia,05 - 649,05 - 649 - 015,SAN CARLOS,El Porvenir,CP,,,,
05,Antioquia,05 - 652,05 - 652 - 000,SAN FRANCISCO,San Francisco,CM,40,1986,Ordenanza 57 de Feb 17 de 1986,Cocorná
05,Antioquia,05 - 652,05 - 652 - 001,SAN FRANCISCO,Aquitania,C,9,,,
05,Antioquia,05 - 656,05 - 656 - 000,SAN JERÓNIMO,San Jerónimo,CM,44,1616, ,
05,Antioquia,05 - 656,05 - 656 - 001,SAN JERÓNIMO,Los Cedros,IPD,,,,
05,Antioquia,05 - 656,05 - 656 - 002,SAN JERÓNIMO,Llanos De San Juan,IPD,,,,
05,Antioquia,05 - 656,05 - 656 - 004,SAN JERÓNIMO,Llanos De Aguirre,IPD,,,,
05,Antioquia,05 - 656,05 - 656 - 006,SAN JERÓNIMO,Mestizal,CAS,,,,
05,Antioquia,05 - 656,05 - 656 - 007,SAN JERÓNIMO,Poleal,IPD,,,,
05,Antioquia,05 - 656,05 - 656 - 009,SAN JERÓNIMO,Buenos Aires Parte Alta,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 010,SAN JERÓNIMO,El Calvario,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 011,SAN JERÓNIMO,El Pomar,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 012,SAN JERÓNIMO,La Ciénaga,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 013,SAN JERÓNIMO,La Palma,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 014,SAN JERÓNIMO,Quimbayo,CP,,,,
05,Antioquia,05 - 656,05 - 656 - 015,SAN JERÓNIMO,Veliguarín,CP,,,,
05,Antioquia,05 - 658,05 - 658 - 000,SAN JOSÉ DE LA MONTAÑA,San José De La Montaña,CM,72,1964,Ordenanza 2 de Octubre 30 de 1964,San Andrés
05,Antioquia,05 - 659,05 - 659 - 000,SAN JUAN DE URABÁ,San Juan De Urabá,CM,103,1986,Ordenanza 58 de Marzo 3 de 1986,Arboletes
